[16/06/2022 21:28:59] Player: Trinitty | Reward: 1x removedor de frags
[29/08/2022 08:22:29] Player: Guerraa | Reward: 1x stamina potion
[29/08/2022 09:52:37] Player: Comando Voador | Reward: 5x [+300%] EXP Food
[29/08/2022 09:53:15] Player: Comando Voador | Reward: 1x removedor de frags
[29/08/2022 10:08:13] Player: Goku Bd | Reward: 1x removedor de frags
[29/08/2022 10:17:37] Player: Goku Bd | Reward: 15x dodge stone
[29/08/2022 10:17:50] Player: Goku Bd | Reward: 1x removedor de frags
[29/08/2022 10:18:14] Player: Goku Bd | Reward: 1x soul war shield
[29/08/2022 11:15:57] Player: Comando Voador | Reward: 15x dodge stone
[29/08/2022 11:23:06] Player: Comando Voador | Reward: 1x removedor de frags
[29/08/2022 11:42:15] Player: Kevin Ed | Reward: 15x dodge stone
[29/08/2022 12:23:34] Player: Anonymous | Reward: 1x removedor de frags
[29/08/2022 12:30:31] Player: Pies Na Baby | Reward: 15x dodge stone
[29/08/2022 12:30:42] Player: Pies Na Baby | Reward: 1x refinamento excelente
[29/08/2022 12:30:54] Player: Pies Na Baby | Reward: 15x dodge stone
[29/08/2022 12:31:42] Player: Pies Na Baby | Reward: 15x critical feather
[29/08/2022 12:32:02] Player: Pies Na Baby | Reward: 1x removedor de frags
[29/08/2022 12:32:13] Player: Pies Na Baby | Reward: 1x refinamento excelente
[29/08/2022 12:32:48] Player: Pies Na Baby | Reward: 15x dodge stone
[29/08/2022 12:32:59] Player: Pies Na Baby | Reward: 1x removedor de frags
[29/08/2022 12:33:10] Player: Pies Na Baby | Reward: 15x dodge stone
[29/08/2022 12:33:45] Player: Pies Na Baby | Reward: 5x [+600%] EXP Egg
[29/08/2022 12:33:56] Player: Pies Na Baby | Reward: 5x [+500%] EXP Food
[29/08/2022 12:34:07] Player: Pies Na Baby | Reward: 1x stamina potion
[29/08/2022 12:35:01] Player: Pies Na Baby | Reward: 1x [+1000%] EXP Potion
[29/08/2022 12:35:14] Player: Pies Na Baby | Reward: 15x critical feather
[29/08/2022 15:23:39] Player: Comando Voador | Reward: 1x removedor de frags
[29/08/2022 15:24:12] Player: Comando Voador | Reward: 1x caixa da sorte
[29/08/2022 15:56:46] Player: Kevin Ed | Reward: 15x dodge stone
[29/08/2022 15:56:58] Player: Kevin Ed | Reward: 15x critical feather
[29/08/2022 15:57:10] Player: Kevin Ed | Reward: 1x removedor de frags
[29/08/2022 15:57:24] Player: Kevin Ed | Reward: 5x [+500%] EXP Food
[29/08/2022 15:57:36] Player: Kevin Ed | Reward: 1x [+1000%] EXP Potion
[29/08/2022 15:58:06] Player: Kevin Ed | Reward: 1x refinamento excelente
[29/08/2022 15:58:11] Player: Kevin Ed | Reward: 1x removedor de frags
[29/08/2022 15:58:20] Player: Kevin Ed | Reward: 5x [+500%] EXP Food
[29/08/2022 15:58:32] Player: Kevin Ed | Reward: 5x [+500%] EXP Food
[29/08/2022 15:58:45] Player: Kevin Ed | Reward: 1x removedor de frags
[29/08/2022 16:21:51] Player: Pally Maldito | Reward: 1x refinamento excelente
[29/08/2022 16:22:08] Player: Pally Maldito | Reward: 5x [+600%] EXP Egg
[29/08/2022 16:22:29] Player: Pally Maldito | Reward: 15x dodge stone
[29/08/2022 16:22:43] Player: Pally Maldito | Reward: 1x [+1000%] EXP Potion
[29/08/2022 16:22:57] Player: Pally Maldito | Reward: 1x [+1000%] EXP Potion
[29/08/2022 16:23:11] Player: Pally Maldito | Reward: 1x stamina potion
[29/08/2022 16:23:25] Player: Pally Maldito | Reward: 5x [+600%] EXP Egg
[29/08/2022 16:23:38] Player: Pally Maldito | Reward: 5x [+300%] EXP Food
[29/08/2022 17:10:50] Player: Comando Voador | Reward: 1x refinamento excelente
[29/08/2022 20:45:07] Player: Pies Na Baby | Reward: 15x dodge stone
[29/08/2022 20:45:19] Player: Pies Na Baby | Reward: 1x stamina infinita
[29/08/2022 20:45:32] Player: Pies Na Baby | Reward: 1x stamina potion
[29/08/2022 20:46:13] Player: Pies Na Baby | Reward: 1x removedor de frags
[29/08/2022 20:46:26] Player: Pies Na Baby | Reward: 1x hyper key
[29/08/2022 20:46:37] Player: Pies Na Baby | Reward: 15x dodge stone
[29/08/2022 22:14:05] Player: Lord eld | Reward: 1x refinamento excelente
[29/08/2022 22:14:19] Player: Lord eld | Reward: 5x [+300%] EXP Food
[29/08/2022 22:15:02] Player: Lord eld | Reward: 5x [+500%] EXP Food
[30/08/2022 02:54:57] Player: Jutinha | Reward: 5x [+500%] EXP Food
[30/08/2022 02:55:09] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[30/08/2022 02:55:20] Player: Jutinha | Reward: 1x [+1000%] EXP Potion
[30/08/2022 02:55:31] Player: Jutinha | Reward: 1x refinamento excelente
[30/08/2022 02:55:42] Player: Jutinha | Reward: 1x refinamento excelente
[30/08/2022 02:55:54] Player: Jutinha | Reward: 1x stamina potion
[30/08/2022 02:56:06] Player: Jutinha | Reward: 1x removedor de frags
[30/08/2022 02:56:17] Player: Jutinha | Reward: 5x [+300%] EXP Food
[30/08/2022 02:56:28] Player: Jutinha | Reward: 5x [+600%] EXP Egg
[30/08/2022 02:56:40] Player: Jutinha | Reward: 5x [+500%] EXP Food
[30/08/2022 02:56:51] Player: Jutinha | Reward: 5x [+500%] EXP Food
[30/08/2022 02:57:01] Player: Jutinha | Reward: 5x [+500%] EXP Food
[30/08/2022 02:57:13] Player: Jutinha | Reward: 5x [+500%] EXP Food
[30/08/2022 02:57:24] Player: Jutinha | Reward: 1x removedor de frags
[30/08/2022 02:57:36] Player: Jutinha | Reward: 1x refinamento excelente
[30/08/2022 02:57:47] Player: Jutinha | Reward: 1x removedor de frags
[30/08/2022 02:57:59] Player: Jutinha | Reward: 5x [+500%] EXP Food
[30/08/2022 02:58:10] Player: Jutinha | Reward: 1x stamina infinita
[30/08/2022 02:58:22] Player: Jutinha | Reward: 1x refinamento excelente
[30/08/2022 02:58:34] Player: Jutinha | Reward: 1x removedor de frags
[30/08/2022 02:58:45] Player: Jutinha | Reward: 5x [+300%] EXP Food
[30/08/2022 02:58:56] Player: Jutinha | Reward: 15x dodge stone
[30/08/2022 02:58:59] Player: Jutinha | Reward: 15x critical feather
[30/08/2022 02:59:07] Player: Jutinha | Reward: 1x stamina potion
[30/08/2022 02:59:19] Player: Jutinha | Reward: 1x refinamento excelente
[30/08/2022 02:59:31] Player: Jutinha | Reward: 15x dodge stone
[30/08/2022 02:59:42] Player: Jutinha | Reward: 1x hyper crossbow
[30/08/2022 03:00:54] Player: Jutinha | Reward: 15x critical feather
[30/08/2022 03:01:05] Player: Jutinha | Reward: 15x dodge stone
[30/08/2022 03:01:16] Player: Jutinha | Reward: 1x [+300%] EXP Food
[30/08/2022 03:02:35] Player: Jutinha | Reward: 5x [+500%] EXP Food
[30/08/2022 07:47:57] Player: Comando Voador | Reward: 15x critical feather
[30/08/2022 08:24:50] Player: Anonymous | Reward: 5x [+300%] EXP Food
[30/08/2022 08:56:25] Player: Comando Voador | Reward: 15x critical feather
[30/08/2022 08:56:38] Player: Comando Voador | Reward: 1x refinamento excelente
[30/08/2022 12:35:34] Player: Comando Voador | Reward: 1x hyper key
[30/08/2022 12:35:47] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[30/08/2022 12:36:23] Player: Comando Voador | Reward: 5x [+300%] EXP Food
[30/08/2022 14:28:21] Player: Comando Voador | Reward: 15x dodge stone
[30/08/2022 15:16:26] Player: Anonymous | Reward: 1x hyper key
[30/08/2022 15:17:02] Player: Anonymous | Reward: 15x dodge stone
[30/08/2022 16:01:11] Player: Pally Power | Reward: 5x [+500%] EXP Food
[30/08/2022 16:40:28] Player: Pies Na Baby | Reward: 1x refinamento excelente
[30/08/2022 16:40:40] Player: Pies Na Baby | Reward: 1x refinamento excelente
[30/08/2022 16:40:53] Player: Pies Na Baby | Reward: 5x [+600%] EXP Egg
[30/08/2022 16:41:47] Player: Pies Na Baby | Reward: 1x hyper key
[30/08/2022 16:42:01] Player: Pies Na Baby | Reward: 15x critical feather
[30/08/2022 16:42:14] Player: Pies Na Baby | Reward: 5x [+300%] EXP Food
[30/08/2022 16:42:25] Player: Pies Na Baby | Reward: 1x refinamento excelente
[30/08/2022 17:12:25] Player: Boomer | Reward: 1x refinamento excelente
[30/08/2022 17:12:38] Player: Boomer | Reward: 1x refinamento excelente
[30/08/2022 17:12:50] Player: Boomer | Reward: 15x critical feather
[30/08/2022 17:13:02] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:13:15] Player: Boomer | Reward: 1x removedor de frags
[30/08/2022 17:13:28] Player: Boomer | Reward: 1x refinamento excelente
[30/08/2022 17:13:44] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:13:53] Player: Boomer | Reward: 5x [+600%] EXP Egg
[30/08/2022 17:13:58] Player: Boomer | Reward: 1x hyper crossbow
[30/08/2022 17:14:48] Player: Boomer | Reward: 15x critical feather
[30/08/2022 17:15:08] Player: Boomer | Reward: 5x [+600%] EXP Egg
[30/08/2022 17:15:23] Player: Boomer | Reward: 5x [+500%] EXP Food
[30/08/2022 17:15:26] Player: Boomer | Reward: 5x refinamento excelente
[30/08/2022 17:15:36] Player: Boomer | Reward: 1x refinamento excelente
[30/08/2022 17:15:39] Player: Boomer | Reward: 5x refinamento excelente
[30/08/2022 17:15:51] Player: Boomer | Reward: 15x critical feather
[30/08/2022 17:15:55] Player: Boomer | Reward: 1x removedor de frags
[30/08/2022 17:16:04] Player: Boomer | Reward: 1x stamina infinita
[30/08/2022 17:16:12] Player: Boomer | Reward: 5x [+600%] EXP Egg
[30/08/2022 17:16:18] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:16:24] Player: Boomer | Reward: 5x [+600%] EXP Egg
[30/08/2022 17:16:41] Player: Boomer | Reward: 1x [+1000%] EXP Potion
[30/08/2022 17:16:49] Player: Boomer | Reward: 1x removedor de frags
[30/08/2022 17:16:57] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:17:10] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:17:26] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:17:38] Player: Boomer | Reward: 15x critical feather
[30/08/2022 17:17:57] Player: Boomer | Reward: 1x removedor de frags
[30/08/2022 17:18:01] Player: Boomer | Reward: 1x [+1000%] EXP Potion
[30/08/2022 17:18:09] Player: Boomer | Reward: 1x [+300%] EXP Food
[30/08/2022 17:18:28] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:18:32] Player: Boomer | Reward: 1x removedor de frags
[30/08/2022 17:18:51] Player: Boomer | Reward: 5x [+300%] EXP Food
[30/08/2022 17:18:57] Player: Boomer | Reward: 1x removedor de frags
[30/08/2022 17:19:04] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:19:09] Player: Boomer | Reward: 15x dodge stone
[30/08/2022 17:19:27] Player: Boomer | Reward: 5x refinamento excelente
[30/08/2022 17:19:33] Player: Boomer | Reward: 1x hyper sword
[30/08/2022 17:19:42] Player: Boomer | Reward: 1x removedor de frags
[30/08/2022 21:45:29] Player: Comando Voador | Reward: 1x refinamento excelente
[30/08/2022 21:50:07] Player: Comando Voador | Reward: 5x [+600%] EXP Egg
[30/08/2022 21:50:18] Player: Comando Voador | Reward: 1x refinamento excelente
[30/08/2022 23:46:18] Player: Comando Voador | Reward: 1x removedor de frags
[30/08/2022 23:46:29] Player: Comando Voador | Reward: 15x critical feather
[31/08/2022 02:57:18] Player: Noob | Reward: 1x stamina potion
[31/08/2022 02:57:33] Player: Fuba War | Reward: 15x critical feather
[31/08/2022 02:57:44] Player: Fuba War | Reward: 5x [+500%] EXP Food
[31/08/2022 02:58:13] Player: Noob | Reward: 1x stamina infinita
[31/08/2022 02:59:45] Player: Fuba War | Reward: 15x dodge stone
[31/08/2022 03:00:39] Player: Noob | Reward: 15x dodge stone
[31/08/2022 08:40:23] Player: Comando Voador | Reward: 15x dodge stone
[31/08/2022 08:48:59] Player: Comando Voador | Reward: 15x critical feather
[31/08/2022 08:49:10] Player: Comando Voador | Reward: 1x stamina infinita
[31/08/2022 11:21:53] Player: Shimaricat | Reward: 1x caixa da sorte
[31/08/2022 11:22:50] Player: Shimaricat | Reward: 5x [+600%] EXP Egg
[31/08/2022 12:31:03] Player: Anonymous | Reward: 15x critical feather
[31/08/2022 12:49:55] Player: Gmrm | Reward: 5x [+500%] EXP Food
[31/08/2022 12:50:41] Player: Gmrm | Reward: 5x [+500%] EXP Food
[31/08/2022 12:50:53] Player: Gmrm | Reward: 1x refinamento excelente
[05/09/2022 19:44:57] Player: Netto | Reward: 15x dodge stone
[05/09/2022 19:45:04] Player: Netto | Reward: 5x [+600%] EXP Egg
[05/09/2022 19:45:11] Player: Netto | Reward: 15x dodge stone
[05/09/2022 19:45:14] Player: Netto | Reward: 5x [+600%] EXP Egg
[05/09/2022 19:45:20] Player: Netto | Reward: 1x refinamento excelente
[05/09/2022 19:45:21] Player: Netto | Reward: 1x [+300%] EXP Food
[05/09/2022 19:45:43] Player: Netto | Reward: 1x removedor de frags
[05/09/2022 19:45:45] Player: Netto | Reward: 5x [+500%] EXP Food
[05/09/2022 19:45:50] Player: Netto | Reward: 1x [+1000%] EXP Potion
[05/09/2022 19:45:51] Player: Netto | Reward: 5x [+600%] EXP Egg
[05/09/2022 19:45:54] Player: Netto | Reward: 1x removedor de frags
[05/09/2022 19:45:55] Player: Netto | Reward: 1x [+300%] EXP Food
[05/09/2022 19:49:30] Player: Netto | Reward: 1x [+1000%] EXP Potion
[05/09/2022 19:49:32] Player: Netto | Reward: 15x dodge stone
[05/09/2022 19:49:34] Player: Netto | Reward: 1x removedor de frags
[05/09/2022 19:49:36] Player: Netto | Reward: 1x refinamento excelente
[05/09/2022 19:49:40] Player: Netto | Reward: 1x refinamento excelente
[05/09/2022 19:49:42] Player: Netto | Reward: 1x stamina potion
[05/09/2022 19:49:49] Player: Netto | Reward: 1x stamina potion
[05/09/2022 19:49:50] Player: Netto | Reward: 5x [+500%] EXP Food
[05/09/2022 19:49:51] Player: Netto | Reward: 15x critical feather
[05/09/2022 19:49:53] Player: Netto | Reward: 15x critical feather
[05/09/2022 19:50:00] Player: Netto | Reward: 15x critical feather
[05/09/2022 19:50:02] Player: Netto | Reward: 5x [+600%] EXP Egg
[05/09/2022 19:50:04] Player: Netto | Reward: 15x critical feather
[05/09/2022 19:50:07] Player: Netto | Reward: 15x dodge stone
[05/09/2022 19:50:09] Player: Netto | Reward: 1x caixa da sorte
[05/09/2022 19:50:10] Player: Netto | Reward: 5x [+300%] EXP Food
[05/09/2022 19:50:12] Player: Netto | Reward: 15x dodge stone
[05/09/2022 19:50:15] Player: Netto | Reward: 1x stamina infinita
[05/09/2022 19:50:17] Player: Netto | Reward: 15x dodge stone
[06/09/2022 01:26:40] Player: Noob | Reward: 5x [+500%] EXP Food
[06/09/2022 01:26:52] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:27:02] Player: Noob | Reward: 1x stamina potion
[06/09/2022 01:27:20] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:27:30] Player: Noob | Reward: 1x refinamento excelente
[06/09/2022 01:27:40] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:27:52] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:28:10] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:28:20] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 01:28:32] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 01:28:42] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:28:52] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 01:29:03] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 01:29:13] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:29:26] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:29:36] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 01:29:47] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:29:57] Player: Noob | Reward: 1x caixa da sorte
[06/09/2022 01:30:07] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:30:17] Player: Noob | Reward: 5x [+500%] EXP Food
[06/09/2022 01:30:27] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:30:37] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:30:47] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 01:30:58] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 01:31:07] Player: Noob | Reward: 5x [+500%] EXP Food
[06/09/2022 01:31:17] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:31:21] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 01:31:27] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:31:32] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 01:31:38] Player: Noob | Reward: 1x stamina potion
[06/09/2022 01:31:44] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 01:32:02] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:32:03] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:32:12] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 01:32:13] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:32:22] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:32:29] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:32:39] Player: Noob | Reward: 5x [+600%] EXP Egg
[06/09/2022 01:32:49] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:32:51] Player: Ghikz | Reward: 5x [+300%] EXP Food
[06/09/2022 01:32:59] Player: Noob | Reward: 1x hyper key
[06/09/2022 01:33:02] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 01:33:09] Player: Noob | Reward: 5x [+600%] EXP Egg
[06/09/2022 01:33:14] Player: Ghikz | Reward: 1x stamina potion
[06/09/2022 01:33:25] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:33:31] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:33:35] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 01:33:41] Player: Noob | Reward: 1x hyper key
[06/09/2022 01:33:44] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 01:33:51] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:34:02] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:34:04] Player: Ghikz | Reward: 1x hyper key
[06/09/2022 01:34:12] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:34:14] Player: Ghikz | Reward: 1x stamina infinita
[06/09/2022 01:34:24] Player: Ghikz | Reward: 1x refinamento excelente
[06/09/2022 01:34:27] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:34:34] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:34:43] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:34:57] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 01:34:59] Player: Noob | Reward: 1x stamina potion
[06/09/2022 01:35:20] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:35:25] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:35:30] Player: Ghikz | Reward: 15x dodge stone
[06/09/2022 01:35:34] Player: Noob | Reward: 1x refinamento excelente
[06/09/2022 01:35:44] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:35:49] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:35:54] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:35:59] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:36:08] Player: Ghikz | Reward: 5x [+500%] EXP Food
[06/09/2022 01:36:15] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:36:17] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:36:18] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 01:36:21] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:36:24] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:36:27] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:36:37] Player: Ghikz | Reward: 5x [+600%] EXP Egg
[06/09/2022 01:36:48] Player: Ghikz | Reward: 1x removedor de frags
[06/09/2022 01:36:58] Player: Ghikz | Reward: 1x caixa da sorte
[06/09/2022 01:36:59] Player: [ADM] King | Reward: 1x removedor de frags
[06/09/2022 01:37:09] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:37:11] Player: Ghikz | Reward: 15x critical feather
[06/09/2022 01:37:20] Player: Noob | Reward: 1x [+1000%] EXP Potion
[06/09/2022 01:37:30] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:37:40] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:37:50] Player: Noob | Reward: 1x hyper key
[06/09/2022 01:38:00] Player: Noob | Reward: 5x [+600%] EXP Egg
[06/09/2022 01:38:11] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:38:20] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:38:30] Player: Noob | Reward: 1x caixa da sorte
[06/09/2022 01:38:40] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:40:08] Player: Kuringaloco | Reward: 1x refinamento excelente
[06/09/2022 01:40:17] Player: Kuringaloco | Reward: 1x removedor de frags
[06/09/2022 01:40:27] Player: Kuringaloco | Reward: 15x dodge stone
[06/09/2022 01:40:37] Player: Kuringaloco | Reward: 1x [+1000%] EXP Potion
[06/09/2022 01:40:48] Player: Kuringaloco | Reward: 5x [+500%] EXP Food
[06/09/2022 01:40:57] Player: Kuringaloco | Reward: 1x removedor de frags
[06/09/2022 01:41:08] Player: Kuringaloco | Reward: 1x refinamento excelente
[06/09/2022 01:41:17] Player: Kuringaloco | Reward: 1x caixa da sorte
[06/09/2022 01:41:27] Player: Kuringaloco | Reward: 15x critical feather
[06/09/2022 01:41:38] Player: Kuringaloco | Reward: 15x critical feather
[06/09/2022 01:42:21] Player: Kuringaloco | Reward: 1x refinamento excelente
[06/09/2022 01:42:32] Player: Kuringaloco | Reward: 5x [+600%] EXP Egg
[06/09/2022 01:42:42] Player: Noob | Reward: 1x stamina potion
[06/09/2022 01:42:53] Player: Kuringaloco | Reward: 15x dodge stone
[06/09/2022 01:43:02] Player: Kuringaloco | Reward: 1x removedor de frags
[06/09/2022 01:43:12] Player: Kuringaloco | Reward: 5x [+500%] EXP Food
[06/09/2022 01:43:22] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:43:31] Player: Kuringaloco | Reward: 15x critical feather
[06/09/2022 01:43:41] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:43:51] Player: Noob | Reward: 5x [+300%] EXP Food
[06/09/2022 01:44:00] Player: Kuringaloco | Reward: 1x refinamento excelente
[06/09/2022 01:44:11] Player: Kuringaloco | Reward: 5x [+500%] EXP Food
[06/09/2022 01:44:21] Player: Kuringaloco | Reward: 1x hyper key
[06/09/2022 01:44:31] Player: Kuringaloco | Reward: 1x [+1000%] EXP Potion
[06/09/2022 01:44:40] Player: Kuringaloco | Reward: 1x refinamento excelente
[06/09/2022 01:44:49] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:44:59] Player: Noob | Reward: 1x removedor de frags
[06/09/2022 01:45:08] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:45:18] Player: Noob | Reward: 15x critical feather
[06/09/2022 01:45:54] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:46:05] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:46:15] Player: Noob | Reward: 15x dodge stone
[06/09/2022 01:48:26] Player: Gmrm | Reward: 1x removedor de frags
[06/09/2022 01:48:36] Player: Gmrm | Reward: 15x critical feather
[06/09/2022 01:48:45] Player: Gmrm | Reward: 15x critical feather
[06/09/2022 01:48:55] Player: Gmrm | Reward: 5x [+300%] EXP Food
[06/09/2022 01:49:05] Player: Gmrm | Reward: 5x [+500%] EXP Food
[06/09/2022 01:49:15] Player: Gmrm | Reward: 1x removedor de frags
[06/09/2022 01:49:25] Player: Gmrm | Reward: 1x [+1000%] EXP Potion
[06/09/2022 01:49:35] Player: Gmrm | Reward: 15x dodge stone
[06/09/2022 01:49:44] Player: Gmrm | Reward: 5x [+300%] EXP Food
[06/09/2022 01:49:54] Player: Gmrm | Reward: 1x removedor de frags
[06/09/2022 01:50:31] Player: Gmrm | Reward: 1x removedor de frags
[06/09/2022 01:50:40] Player: Gmrm | Reward: 1x removedor de frags
[06/09/2022 01:50:50] Player: Gmrm | Reward: 15x critical feather
[06/09/2022 01:50:59] Player: Gmrm | Reward: 1x [+1000%] EXP Potion
[06/09/2022 01:51:09] Player: Gmrm | Reward: 1x stamina potion
[06/09/2022 01:51:19] Player: Gmrm | Reward: 15x critical feather
[06/09/2022 01:51:29] Player: Gmrm | Reward: 1x removedor de frags
[06/09/2022 01:51:38] Player: Gmrm | Reward: 5x [+300%] EXP Food
[06/09/2022 01:51:48] Player: Gmrm | Reward: 5x [+300%] EXP Food
[06/09/2022 01:51:58] Player: Gmrm | Reward: 1x stamina infinita
[06/09/2022 01:52:07] Player: Duma | Reward: 5x [+500%] EXP Food
[06/09/2022 01:52:25] Player: Kina Off Dead | Reward: 5x [+500%] EXP Food
[06/09/2022 01:53:03] Player: Kina Off Dead | Reward: 15x critical feather
[06/09/2022 01:53:13] Player: Kina Off Dead | Reward: 5x [+300%] EXP Food
[06/09/2022 01:53:25] Player: Kina Off Dead | Reward: 1x refinamento excelente
[06/09/2022 01:53:35] Player: Kina Off Dead | Reward: 1x removedor de frags
[06/09/2022 01:53:46] Player: Kina Off Dead | Reward: 1x hyper key
[06/09/2022 01:54:02] Player: Kina Off Dead | Reward: 15x dodge stone
[06/09/2022 01:54:14] Player: Kina Off Dead | Reward: 15x critical feather
[06/09/2022 01:58:39] Player: Old Isma Rp | Reward: 15x dodge stone
[06/09/2022 01:59:42] Player: Old Isma Rp | Reward: 5x [+500%] EXP Food
[06/09/2022 02:03:07] Player: Old Isma Rp | Reward: 1x stamina infinita
[06/09/2022 02:03:18] Player: Old Isma Rp | Reward: 15x dodge stone
[06/09/2022 02:12:40] Player: Comando Voador | Reward: 1x hyper key
[06/09/2022 02:12:51] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[06/09/2022 02:13:00] Player: Comando Voador | Reward: 1x hyper key
[06/09/2022 02:13:13] Player: Comando Voador | Reward: 1x stamina potion
[06/09/2022 02:13:23] Player: Comando Voador | Reward: 1x stamina infinita
[06/09/2022 02:13:33] Player: Comando Voador | Reward: 15x dodge stone
[06/09/2022 02:13:42] Player: Comando Voador | Reward: 15x dodge stone
[06/09/2022 02:14:19] Player: Comando Voador | Reward: 1x [+1000%] EXP Potion
[06/09/2022 02:14:28] Player: Comando Voador | Reward: 15x critical feather
[06/09/2022 02:14:38] Player: Comando Voador | Reward: 15x dodge stone
[06/09/2022 02:14:48] Player: Comando Voador | Reward: 5x [+500%] EXP Food
[06/09/2022 02:14:57] Player: Comando Voador | Reward: 15x dodge stone
[06/09/2022 02:15:07] Player: Comando Voador | Reward: 5x [+300%] EXP Food
[06/09/2022 02:15:16] Player: Comando Voador | Reward: 1x hyper key
[06/09/2022 02:15:26] Player: Comando Voador | Reward: 15x dodge stone
[06/09/2022 02:15:36] Player: Comando Voador | Reward: 15x critical feather
[06/09/2022 02:15:45] Player: Comando Voador | Reward: 15x dodge stone
[06/09/2022 02:15:55] Player: Comando Voador | Reward: 1x soulwar staff
[06/09/2022 02:19:18] Player: Shimaricat | Reward: 15x dodge stone
